source	extracted_bacteria	is_present
https://www.nature.com/articles/s41598-019-45435-1	Lactobacillus plantarum	False
https://www.nature.com/articles/s41598-019-45435-1	Streptococcus mutans	False
https://www.nature.com/articles/s41598-019-45435-1	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-019-45435-1	Escherichia coli	True
https://www.nature.com/articles/s41598-019-45435-1	Lactobacillus plantarum	False
https://www.nature.com/articles/s41598-019-45435-1	Clostridium difficile	False
https://www.nature.com/articles/s41598-019-45435-1	Streptococcus mutans	False
https://www.nature.com/articles/s41598-019-45435-1	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-019-45435-1	Escherichia coli	True
https://www.nature.com/articles/s41598-019-45435-1	Lactobacillus plantarum	False
https://www.nature.com/articles/s41598-019-45435-1	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-019-45435-1	Escherichia coli	True
https://www.nature.com/articles/s41598-019-45435-1	Clostridium difficile	False
https://www.nature.com/articles/s41598-019-45435-1	Staphylococcus aureus	True
https://www.nature.com/articles/s41598-019-45435-1	Helicobacter pylori	False
https://www.nature.com/articles/s41598-019-45435-1	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-019-45435-1	Escherichia coli	True
https://www.nature.com/articles/s41598-019-45435-1	Lactobacillus acidophilus	False
https://www.nature.com/articles/s41598-019-45435-1	Clostridium difficile	False
https://www.nature.com/articles/s41598-019-45435-1	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-019-45435-1	Escherichia coli	True
https://www.nature.com/articles/s41598-019-45435-1	Lactobacillus acidophilus	False
https://www.nature.com/articles/s41598-019-45435-1	Clostridium difficile	False
https://www.nature.com/articles/s41598-019-45435-1	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-019-45435-1	Escherichia coli	True
https://www.nature.com/articles/s41598-019-45435-1	Lactobacillus	False
https://www.nature.com/articles/s41598-019-45435-1	Streptococcus	False
https://www.nature.com/articles/s41598-019-45435-1	Escherichia coli	True
https://www.nature.com/articles/s41598-019-45435-1	Staphylococcus aureus	True
https://www.nature.com/articles/s41598-019-45435-1	Clostridium difficile	False
https://www.nature.com/articles/s41598-019-45435-1	Helicobacter pylori	False
https://www.nature.com/articles/s41598-019-45435-1	Salmonella enterica	False
https://www.nature.com/articles/s41598-019-45435-1	Escherichia coli	True
https://www.nature.com/articles/s41598-019-45435-1	Streptococcus pneumoniae	False
https://www.nature.com/articles/s41598-019-45435-1	Lactobacillus plantarum	False
https://www.nature.com/articles/s41598-019-45435-1	Bifidobacterium breve	False
https://www.nature.com/articles/s41598-019-45435-1	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-019-45435-1	Escherichia coli	True
https://www.nature.com/articles/s41598-019-45435-1	Lactobacillus	False
https://www.nature.com/articles/s41598-019-45435-1	Streptococcus	False
https://www.nature.com/articles/s41598-019-45435-1	Clostridium difficile	False
https://www.nature.com/articles/s41598-019-45435-1	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-019-45435-1	Escherichia coli	True
https://www.nature.com/articles/s41598-019-45435-1	Lactobacillus plantarum	False
https://www.nature.com/articles/s41598-019-45435-1	Streptococcus mutans	False
https://www.nature.com/articles/s41598-019-45435-1	Escherichia coli	True
https://www.nature.com/articles/s41598-019-45435-1	Clostridium difficile	False
https://www.nature.com/articles/s41598-019-45435-1	Streptococcus pneumoniae	False
https://www.nature.com/articles/s41598-019-45435-1	Helicobacter pylori	False
https://www.nature.com/articles/s41598-019-45435-1	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-019-45435-1	Escherichia coli	True
https://www.nature.com/articles/s41598-019-45435-1	Lactobacillus	False
https://www.nature.com/articles/s41598-019-45435-1	Streptococcus	False
https://www.nature.com/articles/s41598-019-45435-1	Escherichia coli	True
https://www.nature.com/articles/s41598-019-45435-1	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-019-45435-1	Clostridium difficile	False
https://www.nature.com/articles/s41598-019-45435-1	Staphylococcus aureus	True
https://www.nature.com/articles/s41413-024-00336-6	Bacteroides fragilis	True
https://www.nature.com/articles/s41413-024-00336-6	Escherichia coli	False
https://www.nature.com/articles/s41413-024-00336-6	Lactobacillus	False
https://www.nature.com/articles/s41413-024-00336-6	Streptococcus	False
https://www.nature.com/articles/s41413-024-00336-6	Bacteroides fragilis	True
https://www.nature.com/articles/s41413-024-00336-6	Escherichia coli	False
https://www.nature.com/articles/s41413-024-00336-6	Lactobacillus plantarum	False
https://www.nature.com/articles/s41413-024-00336-6	Streptococcus mutans	False
https://www.nature.com/articles/s41413-024-00336-6	Bacteroides fragilis	True
https://www.nature.com/articles/s41413-024-00336-6	Escherichia coli	False
https://www.nature.com/articles/s41413-024-00336-6	Lactobacillus plantarum	False
https://www.nature.com/articles/s41413-024-00336-6	Streptococcus mutans	False
https://www.nature.com/articles/s41413-024-00336-6	Bacteroides fragilis	True
https://www.nature.com/articles/s41413-024-00336-6	Escherichia coli	False
https://www.nature.com/articles/s41413-024-00336-6	Lactobacillus plantarum	False
https://www.nature.com/articles/s41413-024-00336-6	Clostridium difficile	False
https://www.nature.com/articles/s41413-024-00336-6	Streptococcus mutans	False
https://www.nature.com/articles/s41413-024-00336-6	Bacteroides fragilis	True
https://www.nature.com/articles/s41413-024-00336-6	Escherichia coli	False
https://www.nature.com/articles/s41413-024-00336-6	Lactobacillus plantarum	False
https://www.nature.com/articles/s41413-024-00336-6	Bacteroides fragilis	True
https://www.nature.com/articles/s41413-024-00336-6	Escherichia coli	False
https://www.nature.com/articles/s41413-024-00336-6	Clostridium difficile	False
https://www.nature.com/articles/s41413-024-00336-6	Staphylococcus aureus	False
https://www.nature.com/articles/s41413-024-00336-6	Helicobacter pylori	False
https://www.nature.com/articles/s41413-024-00336-6	Bacteroides fragilis	True
https://www.nature.com/articles/s41413-024-00336-6	Escherichia coli	False
https://www.nature.com/articles/s41413-024-00336-6	Lactobacillus acidophilus	False
https://www.nature.com/articles/s41413-024-00336-6	Clostridium difficile	False
https://www.nature.com/articles/s41413-024-00336-6	Bacteroides fragilis	True
https://www.nature.com/articles/s41413-024-00336-6	Escherichia coli	False
https://www.nature.com/articles/s41413-024-00336-6	Lactobacillus acidophilus	False
https://www.nature.com/articles/s41413-024-00336-6	Clostridium difficile	False
https://www.nature.com/articles/s41413-024-00336-6	Bacteroides fragilis	True
https://www.nature.com/articles/s41413-024-00336-6	Escherichia coli	False
https://www.nature.com/articles/s41413-024-00336-6	Lactobacillus	False
https://www.nature.com/articles/s41413-024-00336-6	Streptococcus	False
https://www.nature.com/articles/s41413-024-00336-6	Escherichia coli	False
https://www.nature.com/articles/s41413-024-00336-6	Staphylococcus aureus	False
https://www.nature.com/articles/s41413-024-00336-6	Clostridium difficile	False
https://www.nature.com/articles/s41413-024-00336-6	Helicobacter pylori	False
https://www.nature.com/articles/s41413-024-00336-6	Salmonella enterica	False
https://www.nature.com/articles/s41413-024-00336-6	Escherichia coli	False
https://www.nature.com/articles/s41413-024-00336-6	Streptococcus pneumoniae	False
https://www.nature.com/articles/s41413-024-00336-6	Lactobacillus plantarum	False
https://www.nature.com/articles/s41413-024-00336-6	Bifidobacterium breve	False
https://www.nature.com/articles/s41413-024-00336-6	Bacteroides fragilis	True
https://www.nature.com/articles/s41413-024-00336-6	Escherichia coli	False
https://www.nature.com/articles/s41413-024-00336-6	Lactobacillus	False
https://www.nature.com/articles/s41413-024-00336-6	Streptococcus	False
https://www.nature.com/articles/s41413-024-00336-6	Clostridium difficile	False
https://www.nature.com/articles/s41413-024-00336-6	Bacteroides fragilis	True
https://www.nature.com/articles/s41413-024-00336-6	Escherichia coli	False
https://www.nature.com/articles/s41413-024-00336-6	Lactobacillus plantarum	False
https://www.nature.com/articles/s41413-024-00336-6	Streptococcus mutans	False
https://www.nature.com/articles/s41413-024-00336-6	Escherichia coli	False
https://www.nature.com/articles/s41413-024-00336-6	Clostridium difficile	False
https://www.nature.com/articles/s41413-024-00336-6	Streptococcus pneumoniae	False
https://www.nature.com/articles/s41413-024-00336-6	Helicobacter pylori	False
https://www.nature.com/articles/s41413-024-00336-6	Bacteroides fragilis	True
https://www.nature.com/articles/s41413-024-00336-6	Escherichia coli	False
https://www.nature.com/articles/s41413-024-00336-6	Lactobacillus	False
https://www.nature.com/articles/s41413-024-00336-6	Streptococcus	False
https://www.nature.com/articles/s41413-024-00336-6	Escherichia coli	False
https://www.nature.com/articles/s41413-024-00336-6	Bacteroides fragilis	True
https://www.nature.com/articles/s41413-024-00336-6	Clostridium difficile	False
https://www.nature.com/articles/s41413-024-00336-6	Staphylococcus aureus	False
https://www.nature.com/articles/s41398-022-01993-z	Bacteroides fragilis	False
https://www.nature.com/articles/s41398-022-01993-z	Escherichia coli	True
https://www.nature.com/articles/s41398-022-01993-z	Lactobacillus	True
https://www.nature.com/articles/s41398-022-01993-z	Streptococcus	False
https://www.nature.com/articles/s41398-022-01993-z	Bacteroides fragilis	False
https://www.nature.com/articles/s41398-022-01993-z	Escherichia coli	True
https://www.nature.com/articles/s41398-022-01993-z	Lactobacillus plantarum	False
https://www.nature.com/articles/s41398-022-01993-z	Streptococcus mutans	False
https://www.nature.com/articles/s41398-022-01993-z	Bacteroides fragilis	False
https://www.nature.com/articles/s41398-022-01993-z	Escherichia coli	True
https://www.nature.com/articles/s41398-022-01993-z	Lactobacillus plantarum	False
https://www.nature.com/articles/s41398-022-01993-z	Streptococcus mutans	False
https://www.nature.com/articles/s41398-022-01993-z	Bacteroides fragilis	False
https://www.nature.com/articles/s41398-022-01993-z	Escherichia coli	True
https://www.nature.com/articles/s41398-022-01993-z	Lactobacillus plantarum	False
https://www.nature.com/articles/s41398-022-01993-z	Clostridium difficile	False
https://www.nature.com/articles/s41398-022-01993-z	Streptococcus mutans	False
https://www.nature.com/articles/s41398-022-01993-z	Bacteroides fragilis	False
https://www.nature.com/articles/s41398-022-01993-z	Escherichia coli	True
https://www.nature.com/articles/s41398-022-01993-z	Lactobacillus plantarum	False
https://www.nature.com/articles/s41398-022-01993-z	Bacteroides fragilis	False
https://www.nature.com/articles/s41398-022-01993-z	Escherichia coli	True
https://www.nature.com/articles/s41398-022-01993-z	Clostridium difficile	False
https://www.nature.com/articles/s41398-022-01993-z	Staphylococcus aureus	False
https://www.nature.com/articles/s41398-022-01993-z	Helicobacter pylori	False
https://www.nature.com/articles/s41398-022-01993-z	Bacteroides fragilis	False
https://www.nature.com/articles/s41398-022-01993-z	Escherichia coli	True
https://www.nature.com/articles/s41398-022-01993-z	Lactobacillus acidophilus	False
https://www.nature.com/articles/s41398-022-01993-z	Clostridium difficile	False
https://www.nature.com/articles/s41398-022-01993-z	Bacteroides fragilis	False
https://www.nature.com/articles/s41398-022-01993-z	Escherichia coli	True
https://www.nature.com/articles/s41398-022-01993-z	Lactobacillus acidophilus	False
https://www.nature.com/articles/s41398-022-01993-z	Clostridium difficile	False
https://www.nature.com/articles/s41398-022-01993-z	Bacteroides fragilis	False
https://www.nature.com/articles/s41398-022-01993-z	Escherichia coli	True
https://www.nature.com/articles/s41398-022-01993-z	Lactobacillus	True
https://www.nature.com/articles/s41398-022-01993-z	Streptococcus	False
https://www.nature.com/articles/s41398-022-01993-z	Escherichia coli	True
https://www.nature.com/articles/s41398-022-01993-z	Staphylococcus aureus	False
https://www.nature.com/articles/s41398-022-01993-z	Clostridium difficile	False
https://www.nature.com/articles/s41398-022-01993-z	Helicobacter pylori	False
https://www.nature.com/articles/s41398-022-01993-z	Salmonella enterica	False
https://www.nature.com/articles/s41398-022-01993-z	Escherichia coli	True
https://www.nature.com/articles/s41398-022-01993-z	Streptococcus pneumoniae	False
https://www.nature.com/articles/s41398-022-01993-z	Lactobacillus plantarum	False
https://www.nature.com/articles/s41398-022-01993-z	Bifidobacterium breve	False
https://www.nature.com/articles/s41398-022-01993-z	Bacteroides fragilis	False
https://www.nature.com/articles/s41398-022-01993-z	Escherichia coli	True
https://www.nature.com/articles/s41398-022-01993-z	Lactobacillus	True
https://www.nature.com/articles/s41398-022-01993-z	Streptococcus	False
https://www.nature.com/articles/s41398-022-01993-z	Clostridium difficile	False
https://www.nature.com/articles/s41398-022-01993-z	Bacteroides fragilis	False
https://www.nature.com/articles/s41398-022-01993-z	Escherichia coli	True
https://www.nature.com/articles/s41398-022-01993-z	Lactobacillus plantarum	False
https://www.nature.com/articles/s41398-022-01993-z	Streptococcus mutans	False
https://www.nature.com/articles/s41398-022-01993-z	Escherichia coli	True
https://www.nature.com/articles/s41398-022-01993-z	Clostridium difficile	False
https://www.nature.com/articles/s41398-022-01993-z	Streptococcus pneumoniae	False
https://www.nature.com/articles/s41398-022-01993-z	Helicobacter pylori	False
https://www.nature.com/articles/s41398-022-01993-z	Bacteroides fragilis	False
https://www.nature.com/articles/s41398-022-01993-z	Escherichia coli	True
https://www.nature.com/articles/s41398-022-01993-z	Lactobacillus	True
https://www.nature.com/articles/s41398-022-01993-z	Streptococcus	False
https://www.nature.com/articles/s41398-022-01993-z	Escherichia coli	True
https://www.nature.com/articles/s41398-022-01993-z	Bacteroides fragilis	False
https://www.nature.com/articles/s41398-022-01993-z	Clostridium difficile	False
https://www.nature.com/articles/s41398-022-01993-z	Staphylococcus aureus	False
https://www.nature.com/articles/s41423-022-00934-6	Bacteroides fragilis	False
https://www.nature.com/articles/s41423-022-00934-6	Escherichia coli	False
https://www.nature.com/articles/s41423-022-00934-6	Lactobacillus	False
https://www.nature.com/articles/s41423-022-00934-6	Streptococcus	False
https://www.nature.com/articles/s41423-022-00934-6	Bacteroides fragilis	False
https://www.nature.com/articles/s41423-022-00934-6	Escherichia coli	False
https://www.nature.com/articles/s41423-022-00934-6	Lactobacillus plantarum	False
https://www.nature.com/articles/s41423-022-00934-6	Streptococcus mutans	False
https://www.nature.com/articles/s41423-022-00934-6	Bacteroides fragilis	False
https://www.nature.com/articles/s41423-022-00934-6	Escherichia coli	False
https://www.nature.com/articles/s41423-022-00934-6	Lactobacillus plantarum	False
https://www.nature.com/articles/s41423-022-00934-6	Streptococcus mutans	False
https://www.nature.com/articles/s41423-022-00934-6	Bacteroides fragilis	False
https://www.nature.com/articles/s41423-022-00934-6	Escherichia coli	False
https://www.nature.com/articles/s41423-022-00934-6	Lactobacillus plantarum	False
https://www.nature.com/articles/s41423-022-00934-6	Clostridium difficile	False
https://www.nature.com/articles/s41423-022-00934-6	Streptococcus mutans	False
https://www.nature.com/articles/s41423-022-00934-6	Bacteroides fragilis	False
https://www.nature.com/articles/s41423-022-00934-6	Escherichia coli	False
https://www.nature.com/articles/s41423-022-00934-6	Lactobacillus plantarum	False
https://www.nature.com/articles/s41423-022-00934-6	Bacteroides fragilis	False
https://www.nature.com/articles/s41423-022-00934-6	Escherichia coli	False
https://www.nature.com/articles/s41423-022-00934-6	Clostridium difficile	False
https://www.nature.com/articles/s41423-022-00934-6	Staphylococcus aureus	False
https://www.nature.com/articles/s41423-022-00934-6	Helicobacter pylori	False
https://www.nature.com/articles/s41423-022-00934-6	Bacteroides fragilis	False
https://www.nature.com/articles/s41423-022-00934-6	Escherichia coli	False
https://www.nature.com/articles/s41423-022-00934-6	Lactobacillus acidophilus	False
https://www.nature.com/articles/s41423-022-00934-6	Clostridium difficile	False
https://www.nature.com/articles/s41423-022-00934-6	Bacteroides fragilis	False
https://www.nature.com/articles/s41423-022-00934-6	Escherichia coli	False
https://www.nature.com/articles/s41423-022-00934-6	Lactobacillus acidophilus	False
https://www.nature.com/articles/s41423-022-00934-6	Clostridium difficile	False
https://www.nature.com/articles/s41423-022-00934-6	Bacteroides fragilis	False
https://www.nature.com/articles/s41423-022-00934-6	Escherichia coli	False
https://www.nature.com/articles/s41423-022-00934-6	Lactobacillus	False
https://www.nature.com/articles/s41423-022-00934-6	Streptococcus	False
https://www.nature.com/articles/s41423-022-00934-6	Escherichia coli	False
https://www.nature.com/articles/s41423-022-00934-6	Staphylococcus aureus	False
https://www.nature.com/articles/s41423-022-00934-6	Clostridium difficile	False
https://www.nature.com/articles/s41423-022-00934-6	Helicobacter pylori	False
https://www.nature.com/articles/s41423-022-00934-6	Salmonella enterica	False
https://www.nature.com/articles/s41423-022-00934-6	Escherichia coli	False
https://www.nature.com/articles/s41423-022-00934-6	Streptococcus pneumoniae	False
https://www.nature.com/articles/s41423-022-00934-6	Lactobacillus plantarum	False
https://www.nature.com/articles/s41423-022-00934-6	Bifidobacterium breve	False
https://www.nature.com/articles/s41423-022-00934-6	Bacteroides fragilis	False
https://www.nature.com/articles/s41423-022-00934-6	Escherichia coli	False
https://www.nature.com/articles/s41423-022-00934-6	Lactobacillus	False
https://www.nature.com/articles/s41423-022-00934-6	Streptococcus	False
https://www.nature.com/articles/s41423-022-00934-6	Clostridium difficile	False
https://www.nature.com/articles/s41423-022-00934-6	Bacteroides fragilis	False
https://www.nature.com/articles/s41423-022-00934-6	Escherichia coli	False
https://www.nature.com/articles/s41423-022-00934-6	Lactobacillus plantarum	False
https://www.nature.com/articles/s41423-022-00934-6	Streptococcus mutans	False
https://www.nature.com/articles/s41423-022-00934-6	Escherichia coli	False
https://www.nature.com/articles/s41423-022-00934-6	Clostridium difficile	False
https://www.nature.com/articles/s41423-022-00934-6	Streptococcus pneumoniae	False
https://www.nature.com/articles/s41423-022-00934-6	Helicobacter pylori	False
https://www.nature.com/articles/s41423-022-00934-6	Bacteroides fragilis	False
https://www.nature.com/articles/s41423-022-00934-6	Escherichia coli	False
https://www.nature.com/articles/s41423-022-00934-6	Lactobacillus	False
https://www.nature.com/articles/s41423-022-00934-6	Streptococcus	False
https://www.nature.com/articles/s41423-022-00934-6	Escherichia coli	False
https://www.nature.com/articles/s41423-022-00934-6	Bacteroides fragilis	False
https://www.nature.com/articles/s41423-022-00934-6	Clostridium difficile	False
https://www.nature.com/articles/s41423-022-00934-6	Staphylococcus aureus	False
https://www.nature.com/articles/s41598-023-42207-w	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-023-42207-w	Escherichia coli	False
https://www.nature.com/articles/s41598-023-42207-w	Lactobacillus	False
https://www.nature.com/articles/s41598-023-42207-w	Streptococcus	False
https://www.nature.com/articles/s41598-023-42207-w	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-023-42207-w	Escherichia coli	False
https://www.nature.com/articles/s41598-023-42207-w	Lactobacillus plantarum	False
https://www.nature.com/articles/s41598-023-42207-w	Streptococcus mutans	False
https://www.nature.com/articles/s41598-023-42207-w	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-023-42207-w	Escherichia coli	False
https://www.nature.com/articles/s41598-023-42207-w	Lactobacillus plantarum	False
https://www.nature.com/articles/s41598-023-42207-w	Streptococcus mutans	False
https://www.nature.com/articles/s41598-023-42207-w	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-023-42207-w	Escherichia coli	False
https://www.nature.com/articles/s41598-023-42207-w	Lactobacillus plantarum	False
https://www.nature.com/articles/s41598-023-42207-w	Clostridium difficile	False
https://www.nature.com/articles/s41598-023-42207-w	Streptococcus mutans	False
https://www.nature.com/articles/s41598-023-42207-w	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-023-42207-w	Escherichia coli	False
https://www.nature.com/articles/s41598-023-42207-w	Lactobacillus plantarum	False
https://www.nature.com/articles/s41598-023-42207-w	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-023-42207-w	Escherichia coli	False
https://www.nature.com/articles/s41598-023-42207-w	Clostridium difficile	False
https://www.nature.com/articles/s41598-023-42207-w	Staphylococcus aureus	False
https://www.nature.com/articles/s41598-023-42207-w	Helicobacter pylori	True
https://www.nature.com/articles/s41598-023-42207-w	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-023-42207-w	Escherichia coli	False
https://www.nature.com/articles/s41598-023-42207-w	Lactobacillus acidophilus	False
https://www.nature.com/articles/s41598-023-42207-w	Clostridium difficile	False
https://www.nature.com/articles/s41598-023-42207-w	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-023-42207-w	Escherichia coli	False
https://www.nature.com/articles/s41598-023-42207-w	Lactobacillus acidophilus	False
https://www.nature.com/articles/s41598-023-42207-w	Clostridium difficile	False
https://www.nature.com/articles/s41598-023-42207-w	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-023-42207-w	Escherichia coli	False
https://www.nature.com/articles/s41598-023-42207-w	Lactobacillus	False
https://www.nature.com/articles/s41598-023-42207-w	Streptococcus	False
https://www.nature.com/articles/s41598-023-42207-w	Escherichia coli	False
https://www.nature.com/articles/s41598-023-42207-w	Staphylococcus aureus	False
https://www.nature.com/articles/s41598-023-42207-w	Clostridium difficile	False
https://www.nature.com/articles/s41598-023-42207-w	Helicobacter pylori	True
https://www.nature.com/articles/s41598-023-42207-w	Salmonella enterica	False
https://www.nature.com/articles/s41598-023-42207-w	Escherichia coli	False
https://www.nature.com/articles/s41598-023-42207-w	Streptococcus pneumoniae	False
https://www.nature.com/articles/s41598-023-42207-w	Lactobacillus plantarum	False
https://www.nature.com/articles/s41598-023-42207-w	Bifidobacterium breve	False
https://www.nature.com/articles/s41598-023-42207-w	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-023-42207-w	Escherichia coli	False
https://www.nature.com/articles/s41598-023-42207-w	Lactobacillus	False
https://www.nature.com/articles/s41598-023-42207-w	Streptococcus	False
https://www.nature.com/articles/s41598-023-42207-w	Clostridium difficile	False
https://www.nature.com/articles/s41598-023-42207-w	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-023-42207-w	Escherichia coli	False
https://www.nature.com/articles/s41598-023-42207-w	Lactobacillus plantarum	False
https://www.nature.com/articles/s41598-023-42207-w	Streptococcus mutans	False
https://www.nature.com/articles/s41598-023-42207-w	Escherichia coli	False
https://www.nature.com/articles/s41598-023-42207-w	Clostridium difficile	False
https://www.nature.com/articles/s41598-023-42207-w	Streptococcus pneumoniae	False
https://www.nature.com/articles/s41598-023-42207-w	Helicobacter pylori	True
https://www.nature.com/articles/s41598-023-42207-w	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-023-42207-w	Escherichia coli	False
https://www.nature.com/articles/s41598-023-42207-w	Lactobacillus	False
https://www.nature.com/articles/s41598-023-42207-w	Streptococcus	False
https://www.nature.com/articles/s41598-023-42207-w	Escherichia coli	False
https://www.nature.com/articles/s41598-023-42207-w	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-023-42207-w	Clostridium difficile	False
https://www.nature.com/articles/s41598-023-42207-w	Staphylococcus aureus	False
https://www.nature.com/articles/s41598-023-46888-1	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-023-46888-1	Escherichia coli	False
https://www.nature.com/articles/s41598-023-46888-1	Lactobacillus	False
https://www.nature.com/articles/s41598-023-46888-1	Streptococcus	False
https://www.nature.com/articles/s41598-023-46888-1	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-023-46888-1	Escherichia coli	False
https://www.nature.com/articles/s41598-023-46888-1	Lactobacillus plantarum	False
https://www.nature.com/articles/s41598-023-46888-1	Streptococcus mutans	False
https://www.nature.com/articles/s41598-023-46888-1	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-023-46888-1	Escherichia coli	False
https://www.nature.com/articles/s41598-023-46888-1	Lactobacillus plantarum	False
https://www.nature.com/articles/s41598-023-46888-1	Streptococcus mutans	False
https://www.nature.com/articles/s41598-023-46888-1	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-023-46888-1	Escherichia coli	False
https://www.nature.com/articles/s41598-023-46888-1	Lactobacillus plantarum	False
https://www.nature.com/articles/s41598-023-46888-1	Clostridium difficile	False
https://www.nature.com/articles/s41598-023-46888-1	Streptococcus mutans	False
https://www.nature.com/articles/s41598-023-46888-1	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-023-46888-1	Escherichia coli	False
https://www.nature.com/articles/s41598-023-46888-1	Lactobacillus plantarum	False
https://www.nature.com/articles/s41598-023-46888-1	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-023-46888-1	Escherichia coli	False
https://www.nature.com/articles/s41598-023-46888-1	Clostridium difficile	False
https://www.nature.com/articles/s41598-023-46888-1	Staphylococcus aureus	False
https://www.nature.com/articles/s41598-023-46888-1	Helicobacter pylori	False
https://www.nature.com/articles/s41598-023-46888-1	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-023-46888-1	Escherichia coli	False
https://www.nature.com/articles/s41598-023-46888-1	Lactobacillus acidophilus	False
https://www.nature.com/articles/s41598-023-46888-1	Clostridium difficile	False
https://www.nature.com/articles/s41598-023-46888-1	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-023-46888-1	Escherichia coli	False
https://www.nature.com/articles/s41598-023-46888-1	Lactobacillus acidophilus	False
https://www.nature.com/articles/s41598-023-46888-1	Clostridium difficile	False
https://www.nature.com/articles/s41598-023-46888-1	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-023-46888-1	Escherichia coli	False
https://www.nature.com/articles/s41598-023-46888-1	Lactobacillus	False
https://www.nature.com/articles/s41598-023-46888-1	Streptococcus	False
https://www.nature.com/articles/s41598-023-46888-1	Escherichia coli	False
https://www.nature.com/articles/s41598-023-46888-1	Staphylococcus aureus	False
https://www.nature.com/articles/s41598-023-46888-1	Clostridium difficile	False
https://www.nature.com/articles/s41598-023-46888-1	Helicobacter pylori	False
https://www.nature.com/articles/s41598-023-46888-1	Salmonella enterica	False
https://www.nature.com/articles/s41598-023-46888-1	Escherichia coli	False
https://www.nature.com/articles/s41598-023-46888-1	Streptococcus pneumoniae	False
https://www.nature.com/articles/s41598-023-46888-1	Lactobacillus plantarum	False
https://www.nature.com/articles/s41598-023-46888-1	Bifidobacterium breve	False
https://www.nature.com/articles/s41598-023-46888-1	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-023-46888-1	Escherichia coli	False
https://www.nature.com/articles/s41598-023-46888-1	Lactobacillus	False
https://www.nature.com/articles/s41598-023-46888-1	Streptococcus	False
https://www.nature.com/articles/s41598-023-46888-1	Clostridium difficile	False
https://www.nature.com/articles/s41598-023-46888-1	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-023-46888-1	Escherichia coli	False
https://www.nature.com/articles/s41598-023-46888-1	Lactobacillus plantarum	False
https://www.nature.com/articles/s41598-023-46888-1	Streptococcus mutans	False
https://www.nature.com/articles/s41598-023-46888-1	Escherichia coli	False
https://www.nature.com/articles/s41598-023-46888-1	Clostridium difficile	False
https://www.nature.com/articles/s41598-023-46888-1	Streptococcus pneumoniae	False
https://www.nature.com/articles/s41598-023-46888-1	Helicobacter pylori	False
https://www.nature.com/articles/s41598-023-46888-1	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-023-46888-1	Escherichia coli	False
https://www.nature.com/articles/s41598-023-46888-1	Lactobacillus	False
https://www.nature.com/articles/s41598-023-46888-1	Streptococcus	False
https://www.nature.com/articles/s41598-023-46888-1	Escherichia coli	False
https://www.nature.com/articles/s41598-023-46888-1	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-023-46888-1	Clostridium difficile	False
https://www.nature.com/articles/s41598-023-46888-1	Staphylococcus aureus	False
https://www.nature.com/articles/s41590-022-01287-y	Bacteroides fragilis	False
https://www.nature.com/articles/s41590-022-01287-y	Escherichia coli	False
https://www.nature.com/articles/s41590-022-01287-y	Lactobacillus	False
https://www.nature.com/articles/s41590-022-01287-y	Streptococcus	False
https://www.nature.com/articles/s41590-022-01287-y	Bacteroides fragilis	False
https://www.nature.com/articles/s41590-022-01287-y	Escherichia coli	False
https://www.nature.com/articles/s41590-022-01287-y	Lactobacillus plantarum	False
https://www.nature.com/articles/s41590-022-01287-y	Streptococcus mutans	False
https://www.nature.com/articles/s41590-022-01287-y	Bacteroides fragilis	False
https://www.nature.com/articles/s41590-022-01287-y	Escherichia coli	False
